,var,vsa,vca,initTime,solveTime,solutions,variables,propagators,propagations,nodes,failures,restarts,peakDepth
243,scheduling,anti_first_fail,indomain_median,0.779301,12.7106,2.0,4911.0,3667.0,3537464.0,12641.0,6316.0,0.0,76.0
244,scheduling,anti_first_fail,indomain_min,0.779673,12.6898,2.0,4911.0,3667.0,3537470.0,12641.0,6316.0,0.0,76.0
245,scheduling,anti_first_fail,indomain_random,0.778462,17.1852,4.0,4911.0,3667.0,4504466.0,18397.0,9188.0,0.0,74.0
246,scheduling,anti_first_fail,indomain_reverse_split,0.862608,22.9885,7.0,4911.0,3667.0,6377033.0,23651.0,11808.0,0.0,58.0
247,scheduling,anti_first_fail,indomain_split,0.778844,12.7328,2.0,4911.0,3667.0,3537470.0,12641.0,6316.0,0.0,76.0
248,scheduling,anti_first_fail,indomain_split_random,0.779406,12.8246,2.0,4911.0,3667.0,3537677.0,12641.0,6316.0,0.0,76.0
249,scheduling,dom_w_deg,indomain,0.771381,12.785,2.0,4911.0,3667.0,3537470.0,12641.0,6316.0,0.0,76.0
250,scheduling,dom_w_deg,indomain_max,0.776211,23.284,7.0,4911.0,3667.0,6358086.0,23525.0,11745.0,0.0,58.0
251,scheduling,dom_w_deg,indomain_median,0.788065,12.794,2.0,4911.0,3667.0,3537470.0,12641.0,6316.0,0.0,76.0
252,scheduling,dom_w_deg,indomain_min,0.778357,12.7637,2.0,4911.0,3667.0,3537470.0,12641.0,6316.0,0.0,76.0
253,scheduling,dom_w_deg,indomain_random,0.771927,16.5762,4.0,4911.0,3667.0,4302726.0,17697.0,8838.0,0.0,74.0
