,var,vsa,vca,initTime,solveTime,solutions,variables,propagators,propagations,nodes,failures,restarts,peakDepth
227,P,max_regret,indomain_split_random,0.779798,5.41236,10.0,5925.0,2322.0,3543662.0,21545.0,10760.0,0.0,25.0
228,P,max_regret,indomain_split_random,0.772997,5.40459,10.0,5925.0,2322.0,3543662.0,21545.0,10760.0,0.0,25.0
229,P,max_regret,indomain_split_random,0.779986,5.46147,10.0,5925.0,2322.0,3543662.0,21545.0,10760.0,0.0,25.0
230,P,max_regret,indomain_split_random,0.775319,5.45676,10.0,5925.0,2322.0,3543757.0,21545.0,10760.0,0.0,25.0
231,P,most_constrained,indomain,,,,,,,,,,
232,P,most_constrained,indomain,,,,,,,,,,
233,P,most_constrained,indomain,,,,,,,,,,
234,P,most_constrained,indomain,0.766272,15.1073,11.0,5925.0,2322.0,6190264.0,37027.0,18499.0,0.0,26.0
235,P,most_constrained,indomain,,,,,,,,,,
236,P,most_constrained,indomain_max,0.771336,18.3362,3.0,5925.0,2322.0,7021704.0,62013.0,31002.0,0.0,35.0
237,P,most_constrained,indomain_max,0.775159,18.4139,3.0,5925.0,2322.0,7021704.0,62013.0,31002.0,0.0,35.0
238,P,most_constrained,indomain_max,0.768414,18.4428,3.0,5925.0,2322.0,7021704.0,62013.0,31002.0,0.0,35.0
239,P,most_constrained,indomain_max,0.791619,18.5218,3.0,5925.0,2322.0,7021704.0,62013.0,31002.0,0.0,35.0
240,P,most_constrained,indomain_max,0.768534,18.2804,3.0,5925.0,2322.0,7021704.0,62013.0,31002.0,0.0,35.0
241,P,most_constrained,indomain_min,0.770523,15.0465,11.0,5925.0,2322.0,6186909.0,37027.0,18499.0,0.0,26.0
242,P,most_constrained,indomain_min,0.770626,15.2077,11.0,5925.0,2322.0,6191949.0,37027.0,18499.0,0.0,26.0
243,P,most_constrained,indomain_min,0.771139,15.1279,11.0,5925.0,2322.0,6187064.0,37027.0,18499.0,0.0,26.0
244,P,most_constrained,indomain_min,0.772338,15.1291,11.0,5925.0,2322.0,6186909.0,37027.0,18499.0,0.0,26.0
245,P,most_constrained,indomain_min,0.768416,15.268,11.0,5925.0,2322.0,6186909.0,37027.0,18499.0,0.0,26.0
